Date,Maker,Model,Quantity
1811-03-28,Remington,model_2,97
1811-03-29,Remington,model_2,101
1811-03-30,Remington,model_2,92
1811-03-31,Remington,model_2,92
1811-04-01,Remington,model_2,87
1811-04-02,Remington,model_2,92
1811-04-03,Remington,model_2,94
1811-04-04,Remington,model_2,71
1811-04-05,Remington,model_2,74
1811-04-06,Remington,model_2,55
1811-04-07,Remington,model_2,49
1811-04-08,Remington,model_2,55
1811-04-09,Remington,model_2,41
1811-04-10,Remington,model_2,69
1811-04-11,Remington,model_2,64
1811-04-12,Remington,model_2,57
1811-04-13,Remington,model_2,76
1811-04-14,Remington,model_2,63
1811-04-15,Remington,model_2,65
1811-04-16,Remington,model_2,63
1811-04-17,Remington,model_2,68
1811-04-18,Remington,model_2,47
1811-04-19,Remington,model_2,41
1811-04-20,Remington,model_2,46
1811-04-21,Remington,model_2,56
1811-04-22,Remington,model_2,52
1811-04-23,Remington,model_2,51
1811-04-24,Remington,model_2,58
1811-04-25,Remington,model_2,44
1811-04-26,Remington,model_2,43
1811-04-27,Remington,model_2,55
1811-04-28,Remington,model_2,53
1811-04-29,Remington,model_2,43
1811-04-30,Remington,model_2,39
1811-05-01,Remington,model_2,35
1811-05-02,Remington,model_2,42
1811-05-03,Remington,model_2,59
1811-05-04,Remington,model_2,75
1811-05-05,Remington,model_2,78
1811-05-06,Remington,model_2,79
1811-05-07,Remington,model_2,80
1811-05-08,Remington,model_2,83
1811-05-09,Remington,model_2,93
1811-05-10,Remington,model_2,107
1811-05-11,Remington,model_2,115
1811-05-12,Remington,model_2,115
1811-05-13,Remington,model_2,130
1811-05-14,Remington,model_2,123
1811-05-15,Remington,model_2,137
1811-05-16,Remington,model_2,135
1811-05-17,Remington,model_2,122
1811-05-18,Remington,model_2,126
1811-05-19,Remington,model_2,135
1811-05-20,Remington,model_2,155
1811-05-21,Remington,model_2,154
1811-05-22,Remington,model_2,163
1811-05-23,Remington,model_2,168
1811-05-24,Remington,model_2,174
1811-05-25,Remington,model_2,178
1811-05-26,Remington,model_2,180
1811-05-27,Remington,model_2,175
1811-05-28,Remington,model_2,165
1811-05-29,Remington,model_2,177
1811-05-30,Remington,model_2,179
1811-05-31,Remington,model_2,177
1811-06-01,Remington,model_2,168
1811-06-02,Remington,model_2,160
1811-06-03,Remington,model_2,182
1811-06-04,Remington,model_2,174
1811-06-05,Remington,model_2,174
1811-06-06,Remington,model_2,165
1811-06-07,Remington,model_2,156
1811-06-08,Remington,model_2,145
1811-06-09,Remington,model_2,136
1811-06-10,Remington,model_2,147
1811-06-11,Remington,model_2,145
1811-06-12,Remington,model_2,135
1811-06-13,Remington,model_2,156
1811-06-14,Remington,model_2,168
1811-06-15,Remington,model_2,181
1811-06-16,Remington,model_2,191
1811-06-17,Remington,model_2,177
1811-06-18,Remington,model_2,174
1811-06-19,Remington,model_2,153
1811-06-20,Remington,model_2,165
1811-06-21,Remington,model_2,179
1811-06-22,Remington,model_2,178
1811-06-23,Remington,model_2,169
1811-06-24,Remington,model_2,187
1811-06-25,Remington,model_2,197
1811-06-26,Remington,model_2,180
1811-06-27,Remington,model_2,176
1811-06-28,Remington,model_2,163
1811-06-29,Remington,model_2,176
1811-06-30,Remington,model_2,183
1811-07-01,Remington,model_2,187
1811-07-02,Remington,model_2,186
1811-07-03,Remington,model_2,166
1811-07-04,Remington,model_2,171
1811-07-05,Remington,model_2,165
1811-07-06,Remington,model_2,153
1811-07-07,Remington,model_2,157
1811-07-08,Remington,model_2,158
1811-07-09,Remington,model_2,164
1811-07-10,Remington,model_2,153
1811-07-11,Remington,model_2,168
1811-07-12,Remington,model_2,154
1811-07-13,Remington,model_2,135
1811-07-14,Remington,model_2,132
1811-07-15,Remington,model_2,125
1811-07-16,Remington,model_2,125
1811-07-17,Remington,model_2,117
1811-07-18,Remington,model_2,119
1811-07-19,Remington,model_2,115
1811-07-20,Remington,model_2,127
1811-07-21,Remington,model_2,128
1811-07-22,Remington,model_2,137
1811-07-23,Remington,model_2,132
1811-07-24,Remington,model_2,142
1811-07-25,Remington,model_2,129
1811-07-26,Remington,model_2,120
1811-07-27,Remington,model_2,124
1811-07-28,Remington,model_2,126
1811-07-29,Remington,model_2,109
1811-07-30,Remington,model_2,110
1811-07-31,Remington,model_2,113
1811-08-01,Remington,model_2,131
1811-08-02,Remington,model_2,131
1811-08-03,Remington,model_2,122
1811-08-04,Remington,model_2,132
1811-08-05,Remington,model_2,140
1811-08-06,Remington,model_2,160
1811-08-07,Remington,model_2,163
1811-08-08,Remington,model_2,166
1811-08-09,Remington,model_2,152
1811-08-10,Remington,model_2,152
1811-08-11,Remington,model_2,147
1811-08-12,Remington,model_2,147
1811-08-13,Remington,model_2,154
1811-08-14,Remington,model_2,151
1811-08-15,Remington,model_2,151
1811-08-16,Remington,model_2,153
1811-08-17,Remington,model_2,146
1811-08-18,Remington,model_2,128
1811-08-19,Remington,model_2,113
1811-08-20,Remington,model_2,115
1811-08-21,Remington,model_2,117
1811-08-22,Remington,model_2,117
1811-08-23,Remington,model_2,115
1811-08-24,Remington,model_2,117
1811-08-25,Remington,model_2,117
1811-08-26,Remington,model_2,121
1811-08-27,Remington,model_2,148
1811-08-28,Remington,model_2,147
1811-08-29,Remington,model_2,148
1811-08-30,Remington,model_2,131
1811-08-31,Remington,model_2,124
1811-09-01,Remington,model_2,119
1811-09-02,Remington,model_2,132
1811-09-03,Remington,model_2,149
1811-09-04,Remington,model_2,145
1811-09-05,Remington,model_2,141
1811-09-06,Remington,model_2,138
1811-09-07,Remington,model_2,128
1811-09-08,Remington,model_2,126
1811-09-09,Remington,model_2,127
1811-09-10,Remington,model_2,112
1811-09-11,Remington,model_2,120
1811-09-12,Remington,model_2,131
1811-09-13,Remington,model_2,136
1811-09-14,Remington,model_2,128
1811-09-15,Remington,model_2,111
1811-09-16,Remington,model_2,119
1811-09-17,Remington,model_2,102
1811-09-18,Remington,model_2,101
1811-09-19,Remington,model_2,106
1811-09-20,Remington,model_2,119
1811-09-21,Remington,model_2,118
1811-09-22,Remington,model_2,106
1811-09-23,Remington,model_2,104
1811-09-24,Remington,model_2,98
1811-09-25,Remington,model_2,90
1811-09-26,Remington,model_2,91
1811-09-27,Remington,model_2,110
1811-09-28,Remington,model_2,124
1811-09-29,Remington,model_2,108
1811-09-30,Remington,model_2,117
1811-10-01,Remington,model_2,111
1811-10-02,Remington,model_2,97
1811-10-03,Remington,model_2,91
1811-10-04,Remington,model_2,97
1811-10-05,Remington,model_2,98
1811-10-06,Remington,model_2,72
1811-10-07,Remington,model_2,62
1811-10-08,Remington,model_2,52
1811-10-09,Remington,model_2,57
1811-10-10,Remington,model_2,46
1811-10-11,Remington,model_2,77
1811-10-12,Remington,model_2,69
1811-10-13,Remington,model_2,65
1811-10-14,Remington,model_2,77
1811-10-15,Remington,model_2,65
1811-10-16,Remington,model_2,76
1811-10-17,Remington,model_2,62
1811-10-18,Remington,model_2,37
1811-10-19,Remington,model_2,31
1811-10-20,Remington,model_2,23
1811-10-21,Remington,model_2,18
1811-10-22,Remington,model_2,29
1811-10-23,Remington,model_2,41
1811-10-24,Remington,model_2,35
1811-10-25,Remington,model_2,19
1811-10-26,Remington,model_2,16
1811-10-27,Remington,model_2,19
1811-10-28,Remington,model_2,6
1811-10-29,Remington,model_2,1
1811-10-30,Remington,model_2,13
1811-10-31,Remington,model_2,13
1811-11-01,Remington,model_2,13
1811-11-02,Remington,model_2,17
1811-11-03,Remington,model_2,23
1811-11-04,Remington,model_2,10
1811-11-05,Remington,model_2,10
1811-11-06,Remington,model_2,20
1811-11-07,Remington,model_2,12
1811-11-08,Remington,model_2,24
1811-11-09,Remington,model_2,26
1811-11-10,Remington,model_2,29
1811-11-11,Remington,model_2,33
1811-11-12,Remington,model_2,44
1811-11-13,Remington,model_2,32
1811-11-14,Remington,model_2,28
1811-11-15,Remington,model_2,43
1811-11-16,Remington,model_2,58
1811-11-17,Remington,model_2,60
1811-11-18,Remington,model_2,45
1811-11-19,Remington,model_2,51
1811-11-20,Remington,model_2,44
1811-11-21,Remington,model_2,36
1811-11-22,Remington,model_2,26
1811-11-23,Remington,model_2,27
1811-11-24,Remington,model_2,41
1811-11-25,Remington,model_2,39
1811-11-26,Remington,model_2,43
1811-11-27,Remington,model_2,39
1811-11-28,Remington,model_2,48
1811-11-29,Remington,model_2,48
1811-11-30,Remington,model_2,52
1811-12-01,Remington,model_2,52
1811-12-02,Remington,model_2,55
1811-12-03,Remington,model_2,60
1811-12-04,Remington,model_2,68
1811-12-05,Remington,model_2,82
1811-12-06,Remington,model_2,73
1811-12-07,Remington,model_2,80
1811-12-08,Remington,model_2,92
1811-12-09,Remington,model_2,90
1811-12-10,Remington,model_2,84
1811-12-11,Remington,model_2,75
1811-12-12,Remington,model_2,58
1811-12-13,Remington,model_2,36
1811-12-14,Remington,model_2,54
1811-12-15,Remington,model_2,63
1811-12-16,Remington,model_2,57
1811-12-17,Remington,model_2,61
1811-12-18,Remington,model_2,61
1811-12-19,Remington,model_2,74
1811-12-20,Remington,model_2,89
1811-12-21,Remington,model_2,93
1811-12-22,Remington,model_2,89
1811-12-23,Remington,model_2,93
1811-12-24,Remington,model_2,69
1811-12-25,Remington,model_2,72
1811-12-26,Remington,model_2,67
1811-12-27,Remington,model_2,68
1811-12-28,Remington,model_2,72
1811-12-29,Remington,model_2,68
1811-12-30,Remington,model_2,82
1811-12-31,Remington,model_2,96
1812-01-01,Remington,model_2,103
1812-01-02,Remington,model_2,79
1812-01-03,Remington,model_2,66
1812-01-04,Remington,model_2,72
1812-01-05,Remington,model_2,66
1812-01-06,Remington,model_2,66
1812-01-07,Remington,model_2,74
1812-01-08,Remington,model_2,70
1812-01-09,Remington,model_2,67
1812-01-10,Remington,model_2,79
1812-01-11,Remington,model_2,81
1812-01-12,Remington,model_2,95
1812-01-13,Remington,model_2,112
1812-01-14,Remington,model_2,113
1812-01-15,Remington,model_2,103
1812-01-16,Remington,model_2,110
1812-01-17,Remington,model_2,115
1812-01-18,Remington,model_2,123
1812-01-19,Remington,model_2,106
1812-01-20,Remington,model_2,110
1812-01-21,Remington,model_2,110
1812-01-22,Remington,model_2,123
1812-01-23,Remington,model_2,138
1812-01-24,Remington,model_2,127
1812-01-25,Remington,model_2,140
1812-01-26,Remington,model_2,137
1812-01-27,Remington,model_2,129
1812-01-28,Remington,model_2,128
1812-01-29,Remington,model_2,116
1812-01-30,Remington,model_2,109
1812-01-31,Remington,model_2,117
1812-02-01,Remington,model_2,111
1812-02-02,Remington,model_2,114
1812-02-03,Remington,model_2,110
1812-02-04,Remington,model_2,118
1812-02-05,Remington,model_2,101
1812-02-06,Remington,model_2,96
1812-02-07,Remington,model_2,96
1812-02-08,Remington,model_2,106
1812-02-09,Remington,model_2,109
1812-02-10,Remington,model_2,113
1812-02-11,Remington,model_2,121
1812-02-12,Remington,model_2,125
1812-02-13,Remington,model_2,130
1812-02-14,Remington,model_2,144
1812-02-15,Remington,model_2,152
1812-02-16,Remington,model_2,153
1812-02-17,Remington,model_2,168
1812-02-18,Remington,model_2,164
1812-02-19,Remington,model_2,162
1812-02-20,Remington,model_2,151
1812-02-21,Remington,model_2,131
1812-02-22,Remington,model_2,117
1812-02-23,Remington,model_2,124
1812-02-24,Remington,model_2,120
1812-02-25,Remington,model_2,147
1812-02-26,Remington,model_2,145
1812-02-27,Remington,model_2,150
1812-02-28,Remington,model_2,149
1812-02-29,Remington,model_2,159
1812-03-01,Remington,model_2,172
1812-03-02,Remington,model_2,161
1812-03-03,Remington,model_2,167
1812-03-04,Remington,model_2,173
1812-03-05,Remington,model_2,173
1812-03-06,Remington,model_2,173
1812-03-07,Remington,model_2,183
1812-03-08,Remington,model_2,179
1812-03-09,Remington,model_2,184
1812-03-10,Remington,model_2,173
1812-03-11,Remington,model_2,180
1812-03-12,Remington,model_2,189
1812-03-13,Remington,model_2,189
1812-03-14,Remington,model_2,199
1812-03-15,Remington,model_2,209
1812-03-16,Remington,model_2,187
1812-03-17,Remington,model_2,175
1812-03-18,Remington,model_2,150
1812-03-19,Remington,model_2,156
1812-03-20,Remington,model_2,155
1812-03-21,Remington,model_2,140
1812-03-22,Remington,model_2,137
1812-03-23,Remington,model_2,134
1812-03-24,Remington,model_2,116
1812-03-25,Remington,model_2,116
1812-03-26,Remington,model_2,99
1812-03-27,Remington,model_2,100
1812-03-28,Remington,model_2,101
1812-03-29,Remington,model_2,91
1812-03-30,Remington,model_2,90
1812-03-31,Remington,model_2,65
1812-04-01,Remington,model_2,61
1812-04-02,Remington,model_2,72
1812-04-03,Remington,model_2,55
1812-04-04,Remington,model_2,59
1812-04-05,Remington,model_2,56
1812-04-06,Remington,model_2,58
1812-04-07,Remington,model_2,62
1812-04-08,Remington,model_2,59
1812-04-09,Remington,model_2,56
1812-04-10,Remington,model_2,69
1812-04-11,Remington,model_2,66
1812-04-12,Remington,model_2,66
1812-04-13,Remington,model_2,64
1812-04-14,Remington,model_2,77
1812-04-15,Remington,model_2,61
1812-04-16,Remington,model_2,47
1812-04-17,Remington,model_2,28
1812-04-18,Remington,model_2,27
1812-04-19,Remington,model_2,25
1812-04-20,Remington,model_2,11
1812-04-21,Remington,model_2,4
1812-04-22,Remington,model_2,9
1812-04-23,Remington,model_2,15
1812-04-24,Remington,model_2,14
1812-04-25,Remington,model_2,6
1812-04-26,Remington,model_2,4
1812-04-27,Remington,model_2,9
1812-04-28,Remington,model_2,8
1812-04-29,Remington,model_2,3
1812-04-30,Remington,model_2,3
1812-05-01,Remington,model_2,25
1812-05-02,Remington,model_2,12
1812-05-03,Remington,model_2,3
1812-05-04,Remington,model_2,9
1812-05-05,Remington,model_2,12
1812-05-06,Remington,model_2,7
1812-05-07,Remington,model_2,3
1812-05-08,Remington,model_2,14
1812-05-09,Remington,model_2,9
1812-05-10,Remington,model_2,5
1812-05-11,Remington,model_2,5
1812-05-12,Remington,model_2,9
1812-05-13,Remington,model_2,40
1812-05-14,Remington,model_2,55
1812-05-15,Remington,model_2,53
1812-05-16,Remington,model_2,42
1812-05-17,Remington,model_2,59
1812-05-18,Remington,model_2,52
1812-05-19,Remington,model_2,44
1812-05-20,Remington,model_2,24
1812-05-21,Remington,model_2,24
1812-05-22,Remington,model_2,21
1812-05-23,Remington,model_2,7
1812-05-24,Remington,model_2,2
1812-05-25,Remington,model_2,8
1812-05-26,Remington,model_2,19
1812-05-27,Remington,model_2,1
1812-05-28,Remington,model_2,18
1812-05-29,Remington,model_2,10
1812-05-30,Remington,model_2,28
1812-05-31,Remington,model_2,51
1812-06-01,Remington,model_2,46
1812-06-02,Remington,model_2,50
1812-06-03,Remington,model_2,41
1812-06-04,Remington,model_2,32
1812-06-05,Remington,model_2,27
1812-06-06,Remington,model_2,44
1812-06-07,Remington,model_2,51
1812-06-08,Remington,model_2,52
1812-06-09,Remington,model_2,48
1812-06-10,Remington,model_2,67
1812-06-11,Remington,model_2,78
1812-06-12,Remington,model_2,68
1812-06-13,Remington,model_2,84
1812-06-14,Remington,model_2,73
1812-06-15,Remington,model_2,64
1812-06-16,Remington,model_2,76
1812-06-17,Remington,model_2,76
1812-06-18,Remington,model_2,99
1812-06-19,Remington,model_2,97
1812-06-20,Remington,model_2,97
1812-06-21,Remington,model_2,100
1812-06-22,Remington,model_2,108
1812-06-23,Remington,model_2,127
1812-06-24,Remington,model_2,137
1812-06-25,Remington,model_2,146
1812-06-26,Remington,model_2,149
1812-06-27,Remington,model_2,151
1812-06-28,Remington,model_2,152
1812-06-29,Remington,model_2,171
1812-06-30,Remington,model_2,171
1812-07-01,Remington,model_2,180
1812-07-02,Remington,model_2,180
1812-07-03,Remington,model_2,173
1812-07-04,Remington,model_2,166
1812-07-05,Remington,model_2,177
1812-07-06,Remington,model_2,165
1812-07-07,Remington,model_2,169
1812-07-08,Remington,model_2,168
1812-07-09,Remington,model_2,159
1812-07-10,Remington,model_2,163
1812-07-11,Remington,model_2,152
1812-07-12,Remington,model_2,136
1812-07-13,Remington,model_2,157
1812-07-14,Remington,model_2,152
1812-07-15,Remington,model_2,157
1812-07-16,Remington,model_2,159
1812-07-17,Remington,model_2,184
1812-07-18,Remington,model_2,182
1812-07-19,Remington,model_2,191
1812-07-20,Remington,model_2,176
1812-07-21,Remington,model_2,191
1812-07-22,Remington,model_2,189
1812-07-23,Remington,model_2,199
1812-07-24,Remington,model_2,215
1812-07-25,Remington,model_2,229
1812-07-26,Remington,model_2,235
1812-07-27,Remington,model_2,221
1812-07-28,Remington,model_2,236
1812-07-29,Remington,model_2,247
1812-07-30,Remington,model_2,273
1812-07-31,Remington,model_2,294
1812-08-01,Remington,model_2,301
1812-08-02,Remington,model_2,298
1812-08-03,Remington,model_2,298
1812-08-04,Remington,model_2,297
1812-08-05,Remington,model_2,280
1812-08-06,Remington,model_2,272
1812-08-07,Remington,model_2,249
1812-08-08,Remington,model_2,247
1812-08-09,Remington,model_2,233
1812-08-10,Remington,model_2,230
1812-08-11,Remington,model_2,222
1812-08-12,Remington,model_2,226
1812-08-13,Remington,model_2,221
1812-08-14,Remington,model_2,222
1812-08-15,Remington,model_2,213
1812-08-16,Remington,model_2,220
1812-08-17,Remington,model_2,230
1812-08-18,Remington,model_2,223
1812-08-19,Remington,model_2,231
1812-08-20,Remington,model_2,225
1812-08-21,Remington,model_2,232
1812-08-22,Remington,model_2,222
1812-08-23,Remington,model_2,224
1812-08-24,Remington,model_2,226
1812-08-25,Remington,model_2,220
1812-08-26,Remington,model_2,207
1812-08-27,Remington,model_2,200
1812-08-28,Remington,model_2,191
1812-08-29,Remington,model_2,191
1812-08-30,Remington,model_2,196
1812-08-31,Remington,model_2,211
1812-09-01,Remington,model_2,214
1812-09-02,Remington,model_2,229
1812-09-03,Remington,model_2,230
1812-09-04,Remington,model_2,215
1812-09-05,Remington,model_2,194
1812-09-06,Remington,model_2,183
1812-09-07,Remington,model_2,177
1812-09-08,Remington,model_2,194
1812-09-09,Remington,model_2,191
1812-09-10,Remington,model_2,207
1812-09-11,Remington,model_2,187
1812-09-12,Remington,model_2,185
1812-09-13,Remington,model_2,174
1812-09-14,Remington,model_2,159
1812-09-15,Remington,model_2,150
1812-09-16,Remington,model_2,158
1812-09-17,Remington,model_2,161
1812-09-18,Remington,model_2,171
1812-09-19,Remington,model_2,145
1812-09-20,Remington,model_2,147
1812-09-21,Remington,model_2,135
1812-09-22,Remington,model_2,141
1812-09-23,Remington,model_2,158
1812-09-24,Remington,model_2,170
1812-09-25,Remington,model_2,170
1812-09-26,Remington,model_2,187
1812-09-27,Remington,model_2,181
1812-09-28,Remington,model_2,159
1812-09-29,Remington,model_2,167
1812-09-30,Remington,model_2,170
1812-10-01,Remington,model_2,175
1812-10-02,Remington,model_2,160
1812-10-03,Remington,model_2,157
1812-10-04,Remington,model_2,165
1812-10-05,Remington,model_2,148
1812-10-06,Remington,model_2,138
1812-10-07,Remington,model_2,126
1812-10-08,Remington,model_2,151
1812-10-09,Remington,model_2,151
1812-10-10,Remington,model_2,158
1812-10-11,Remington,model_2,166
1812-10-12,Remington,model_2,155
1812-10-13,Remington,model_2,151
1812-10-14,Remington,model_2,165
1812-10-15,Remington,model_2,169
1812-10-16,Remington,model_2,168
1812-10-17,Remington,model_2,174
1812-10-18,Remington,model_2,165
1812-10-19,Remington,model_2,162
1812-10-20,Remington,model_2,158
1812-10-21,Remington,model_2,149
1812-10-22,Remington,model_2,168
1812-10-23,Remington,model_2,170
1812-10-24,Remington,model_2,174
1812-10-25,Remington,model_2,166
1812-10-26,Remington,model_2,160
1812-10-27,Remington,model_2,146
1812-10-28,Remington,model_2,139
1812-10-29,Remington,model_2,125
1812-10-30,Remington,model_2,128
1812-10-31,Remington,model_2,142
1812-11-01,Remington,model_2,138
1812-11-02,Remington,model_2,130
1812-11-03,Remington,model_2,118
1812-11-04,Remington,model_2,119
1812-11-05,Remington,model_2,119
1812-11-06,Remington,model_2,114
1812-11-07,Remington,model_2,103
1812-11-08,Remington,model_2,109
1812-11-09,Remington,model_2,126
1812-11-10,Remington,model_2,117
1812-11-11,Remington,model_2,118
1812-11-12,Remington,model_2,114
1812-11-13,Remington,model_2,120
1812-11-14,Remington,model_2,136
1812-11-15,Remington,model_2,140
1812-11-16,Remington,model_2,123
1812-11-17,Remington,model_2,107
1812-11-18,Remington,model_2,111
1812-11-19,Remington,model_2,95
1812-11-20,Remington,model_2,90
1812-11-21,Remington,model_2,73
1812-11-22,Remington,model_2,77
1812-11-23,Remington,model_2,66
1812-11-24,Remington,model_2,61
1812-11-25,Remington,model_2,33
1812-11-26,Remington,model_2,37
1812-11-27,Remington,model_2,14
1812-11-28,Remington,model_2,11
1812-11-29,Remington,model_2,10
1812-11-30,Remington,model_2,7
1812-12-01,Remington,model_2,9
1812-12-02,Remington,model_2,6
1812-12-03,Remington,model_2,12
1812-12-04,Remington,model_2,8
1812-12-05,Remington,model_2,20
1812-12-06,Remington,model_2,22
1812-12-07,Remington,model_2,21
1812-12-08,Remington,model_2,3
1812-12-09,Remington,model_2,0
1812-12-10,Remington,model_2,13
1812-12-11,Remington,model_2,20
1812-12-12,Remington,model_2,21
1812-12-13,Remington,model_2,35
1812-12-14,Remington,model_2,30
1812-12-15,Remington,model_2,47
1812-12-16,Remington,model_2,63
1812-12-17,Remington,model_2,49
1812-12-18,Remington,model_2,60
1812-12-19,Remington,model_2,56
1812-12-20,Remington,model_2,75
1812-12-21,Remington,model_2,98
1812-12-22,Remington,model_2,85
1812-12-23,Remington,model_2,88
1812-12-24,Remington,model_2,95
1812-12-25,Remington,model_2,97
1812-12-26,Remington,model_2,99
1812-12-27,Remington,model_2,109
1812-12-28,Remington,model_2,103
1812-12-29,Remington,model_2,107
1812-12-30,Remington,model_2,96
1812-12-31,Remington,model_2,86
1813-01-01,Remington,model_2,78
1813-01-02,Remington,model_2,76
1813-01-03,Remington,model_2,89
1813-01-04,Remington,model_2,81
1813-01-05,Remington,model_2,64
1813-01-06,Remington,model_2,66
1813-01-07,Remington,model_2,43
1813-01-08,Remington,model_2,45
1813-01-09,Remington,model_2,39
1813-01-10,Remington,model_2,44
1813-01-11,Remington,model_2,26
1813-01-12,Remington,model_2,26
1813-01-13,Remington,model_2,31
1813-01-14,Remington,model_2,22
1813-01-15,Remington,model_2,34
1813-01-16,Remington,model_2,32
1813-01-17,Remington,model_2,42
1813-01-18,Remington,model_2,56
1813-01-19,Remington,model_2,45
1813-01-20,Remington,model_2,19
1813-01-21,Remington,model_2,7
1813-01-22,Remington,model_2,3
1813-01-23,Remington,model_2,21
1813-01-24,Remington,model_2,12
1813-01-25,Remington,model_2,24
1813-01-26,Remington,model_2,13
1813-01-27,Remington,model_2,28
1813-01-28,Remington,model_2,34
1813-01-29,Remington,model_2,36
1813-01-30,Remington,model_2,18
1813-01-31,Remington,model_2,28
1813-02-01,Remington,model_2,23
1813-02-02,Remington,model_2,27
1813-02-03,Remington,model_2,26
1813-02-04,Remington,model_2,30
1813-02-05,Remington,model_2,33
1813-02-06,Remington,model_2,50
1813-02-07,Remington,model_2,62
1813-02-08,Remington,model_2,73
1813-02-09,Remington,model_2,107
1813-02-10,Remington,model_2,98
1813-02-11,Remington,model_2,91
1813-02-12,Remington,model_2,94
1813-02-13,Remington,model_2,87
1813-02-14,Remington,model_2,81
1813-02-15,Remington,model_2,82
1813-02-16,Remington,model_2,87
1813-02-17,Remington,model_2,84
1813-02-18,Remington,model_2,78
1813-02-19,Remington,model_2,59
1813-02-20,Remington,model_2,37
1813-02-21,Remington,model_2,37
1813-02-22,Remington,model_2,46
1813-02-23,Remington,model_2,31
1813-02-24,Remington,model_2,38
1813-02-25,Remington,model_2,27
1813-02-26,Remington,model_2,18
1813-02-27,Remington,model_2,29
1813-02-28,Remington,model_2,19
1813-03-01,Remington,model_2,30
1813-03-02,Remington,model_2,42
1813-03-03,Remington,model_2,50
1813-03-04,Remington,model_2,39
1813-03-05,Remington,model_2,27
1813-03-06,Remington,model_2,27
1813-03-07,Remington,model_2,26
1813-03-08,Remington,model_2,34
1813-03-09,Remington,model_2,38
1813-03-10,Remington,model_2,40
1813-03-11,Remington,model_2,47
1813-03-12,Remington,model_2,64
1813-03-13,Remington,model_2,74
1813-03-14,Remington,model_2,60
1813-03-15,Remington,model_2,65
1813-03-16,Remington,model_2,70
1813-03-17,Remington,model_2,72
1813-03-18,Remington,model_2,72
1813-03-19,Remington,model_2,64
1813-03-20,Remington,model_2,48
1813-03-21,Remington,model_2,47
1813-03-22,Remington,model_2,53
1813-03-23,Remington,model_2,78
1813-03-24,Remington,model_2,61
1813-03-25,Remington,model_2,66
1813-03-26,Remington,model_2,71
1813-03-27,Remington,model_2,68
1813-03-28,Remington,model_2,67
1813-03-29,Remington,model_2,84
1813-03-30,Remington,model_2,79
1813-03-31,Remington,model_2,56
1813-04-01,Remington,model_2,59
1813-04-02,Remington,model_2,59
1813-04-03,Remington,model_2,61
1813-04-04,Remington,model_2,80
1813-04-05,Remington,model_2,73
1813-04-06,Remington,model_2,85
1813-04-07,Remington,model_2,83
1813-04-08,Remington,model_2,99
1813-04-09,Remington,model_2,103
1813-04-10,Remington,model_2,113
1813-04-11,Remington,model_2,101
1813-04-12,Remington,model_2,102
1813-04-13,Remington,model_2,105
1813-04-14,Remington,model_2,90
1813-04-15,Remington,model_2,84
1813-04-16,Remington,model_2,86
1813-04-17,Remington,model_2,80
1813-04-18,Remington,model_2,76
1813-04-19,Remington,model_2,84
1813-04-20,Remington,model_2,64
1813-04-21,Remington,model_2,68
1813-04-22,Remington,model_2,64
1813-04-23,Remington,model_2,63
1813-04-24,Remington,model_2,48
1813-04-25,Remington,model_2,71
1813-04-26,Remington,model_2,87
1813-04-27,Remington,model_2,60
1813-04-28,Remington,model_2,59
1813-04-29,Remington,model_2,58
1813-04-30,Remington,model_2,73
1813-05-01,Remington,model_2,77
1813-05-02,Remington,model_2,71
1813-05-03,Remington,model_2,64
1813-05-04,Remington,model_2,78
1813-05-05,Remington,model_2,68
1813-05-06,Remington,model_2,56
1813-05-07,Remington,model_2,57
1813-05-08,Remington,model_2,63
1813-05-09,Remington,model_2,55
1813-05-10,Remington,model_2,41
1813-05-11,Remington,model_2,55
1813-05-12,Remington,model_2,64
1813-05-13,Remington,model_2,74
1813-05-14,Remington,model_2,74
1813-05-15,Remington,model_2,76
1813-05-16,Remington,model_2,79
1813-05-17,Remington,model_2,61
1813-05-18,Remington,model_2,56
1813-05-19,Remington,model_2,46
1813-05-20,Remington,model_2,53
1813-05-21,Remington,model_2,64
1813-05-22,Remington,model_2,65
1813-05-23,Remington,model_2,67
1813-05-24,Remington,model_2,75
1813-05-25,Remington,model_2,81
1813-05-26,Remington,model_2,93
1813-05-27,Remington,model_2,66
1813-05-28,Remington,model_2,55
1813-05-29,Remington,model_2,45
1813-05-30,Remington,model_2,24
1813-05-31,Remington,model_2,17
1813-06-01,Remington,model_2,19
1813-06-02,Remington,model_2,28
1813-06-03,Remington,model_2,36
1813-06-04,Remington,model_2,21
1813-06-05,Remington,model_2,27
1813-06-06,Remington,model_2,37
1813-06-07,Remington,model_2,26
1813-06-08,Remington,model_2,8
1813-06-09,Remington,model_2,14
1813-06-10,Remington,model_2,13
1813-06-11,Remington,model_2,8
1813-06-12,Remington,model_2,32
1813-06-13,Remington,model_2,30
1813-06-14,Remington,model_2,21
1813-06-15,Remington,model_2,13
1813-06-16,Remington,model_2,9
1813-06-17,Remington,model_2,1
1813-06-18,Remington,model_2,14
1813-06-19,Remington,model_2,29
1813-06-20,Remington,model_2,25
1813-06-21,Remington,model_2,23
1813-06-22,Remington,model_2,34
1813-06-23,Remington,model_2,47
1813-06-24,Remington,model_2,45
1813-06-25,Remington,model_2,41
1813-06-26,Remington,model_2,38
