Date,Maker,Model,Bullets,Channel,Quantity
1816-10-18,Remington,model_3,bullets_C,TF,12
1816-10-19,Remington,model_3,bullets_C,TF,11
1816-10-20,Remington,model_3,bullets_C,TF,11
1816-10-21,Remington,model_3,bullets_C,TF,11
1816-10-22,Remington,model_3,bullets_C,TF,12
1816-10-23,Remington,model_3,bullets_C,TF,13
1816-10-24,Remington,model_3,bullets_C,TF,13
1816-10-25,Remington,model_3,bullets_C,TF,13
1816-10-26,Remington,model_3,bullets_C,TF,12
1816-10-27,Remington,model_3,bullets_C,TF,12
1816-10-28,Remington,model_3,bullets_C,TF,12
1816-10-29,Remington,model_3,bullets_C,TF,14
1816-10-30,Remington,model_3,bullets_C,TF,13
1816-10-31,Remington,model_3,bullets_C,TF,12
1816-11-01,Remington,model_3,bullets_C,TF,12
1816-11-02,Remington,model_3,bullets_C,TF,12
1816-11-03,Remington,model_3,bullets_C,TF,13
1816-11-04,Remington,model_3,bullets_C,TF,12
1816-11-05,Remington,model_3,bullets_C,TF,12
1816-11-06,Remington,model_3,bullets_C,TF,11
1816-11-07,Remington,model_3,bullets_C,TF,11
1816-11-08,Remington,model_3,bullets_C,TF,10
1816-11-09,Remington,model_3,bullets_C,TF,11
1816-11-10,Remington,model_3,bullets_C,TF,11
1816-11-11,Remington,model_3,bullets_C,TF,10
1816-11-12,Remington,model_3,bullets_C,TF,9
1816-11-13,Remington,model_3,bullets_C,TF,10
1816-11-14,Remington,model_3,bullets_C,TF,10
1816-11-15,Remington,model_3,bullets_C,TF,10
1816-11-16,Remington,model_3,bullets_C,TF,10
1816-11-17,Remington,model_3,bullets_C,TF,10
1816-11-18,Remington,model_3,bullets_C,TF,10
1816-11-19,Remington,model_3,bullets_C,TF,10
1816-11-20,Remington,model_3,bullets_C,TF,9
1816-11-21,Remington,model_3,bullets_C,TF,9
1816-11-22,Remington,model_3,bullets_C,TF,9
1816-11-23,Remington,model_3,bullets_C,TF,10
1816-11-24,Remington,model_3,bullets_C,TF,9
1816-11-25,Remington,model_3,bullets_C,TF,10
1816-11-26,Remington,model_3,bullets_C,TF,9
1816-11-27,Remington,model_3,bullets_C,TF,10
1816-11-28,Remington,model_3,bullets_C,TF,11
1816-11-29,Remington,model_3,bullets_C,TF,10
1816-11-30,Remington,model_3,bullets_C,TF,10
1816-12-01,Remington,model_3,bullets_C,TF,10
1816-12-02,Remington,model_3,bullets_C,TF,10
1816-12-03,Remington,model_3,bullets_C,TF,10
1816-12-04,Remington,model_3,bullets_C,TF,10
1816-12-05,Remington,model_3,bullets_C,TF,9
1816-12-06,Remington,model_3,bullets_C,TF,9
1816-12-07,Remington,model_3,bullets_C,TF,9
1816-12-08,Remington,model_3,bullets_C,TF,10
1816-12-09,Remington,model_3,bullets_C,TF,11
1816-12-10,Remington,model_3,bullets_C,TF,12
1816-12-11,Remington,model_3,bullets_C,TF,13
1816-12-12,Remington,model_3,bullets_C,TF,12
1816-12-13,Remington,model_3,bullets_C,TF,12
1816-12-14,Remington,model_3,bullets_C,TF,12
1816-12-15,Remington,model_3,bullets_C,TF,13
1816-12-16,Remington,model_3,bullets_C,TF,12
1816-12-17,Remington,model_3,bullets_C,TF,12
1816-12-18,Remington,model_3,bullets_C,TF,12
1816-12-19,Remington,model_3,bullets_C,TF,13
1816-12-20,Remington,model_3,bullets_C,TF,12
1816-12-21,Remington,model_3,bullets_C,TF,13
1816-12-22,Remington,model_3,bullets_C,TF,13
1816-12-23,Remington,model_3,bullets_C,TF,13
1816-12-24,Remington,model_3,bullets_C,TF,14
1816-12-25,Remington,model_3,bullets_C,TF,14
1816-12-26,Remington,model_3,bullets_C,TF,13
1816-12-27,Remington,model_3,bullets_C,TF,12
1816-12-28,Remington,model_3,bullets_C,TF,13
1816-12-29,Remington,model_3,bullets_C,TF,13
1816-12-30,Remington,model_3,bullets_C,TF,13
1816-12-31,Remington,model_3,bullets_C,TF,14
1810-01-01,Henry Lever,model_1,bullets_A,TF,0
1810-01-02,Henry Lever,model_1,bullets_A,TF,1
1810-01-03,Henry Lever,model_1,bullets_A,TF,0
1810-01-04,Henry Lever,model_1,bullets_A,TF,0
1810-01-05,Henry Lever,model_1,bullets_A,TF,0
1810-01-06,Henry Lever,model_1,bullets_A,TF,1
1810-01-07,Henry Lever,model_1,bullets_A,TF,2
1810-01-08,Henry Lever,model_1,bullets_A,TF,1
1810-01-09,Henry Lever,model_1,bullets_A,TF,1
1810-01-10,Henry Lever,model_1,bullets_A,TF,0
1810-01-11,Henry Lever,model_1,bullets_A,TF,0
1810-01-12,Henry Lever,model_1,bullets_A,TF,0
1810-01-13,Henry Lever,model_1,bullets_A,TF,1
1810-01-14,Henry Lever,model_1,bullets_A,TF,0
1810-01-15,Henry Lever,model_1,bullets_A,TF,0
1810-01-16,Henry Lever,model_1,bullets_A,TF,1
1810-01-17,Henry Lever,model_1,bullets_A,TF,2
1810-01-18,Henry Lever,model_1,bullets_A,TF,2
1810-01-19,Henry Lever,model_1,bullets_A,TF,2
1810-01-20,Henry Lever,model_1,bullets_A,TF,5
1810-01-21,Henry Lever,model_1,bullets_A,TF,4
1810-01-22,Henry Lever,model_1,bullets_A,TF,6
1810-01-23,Henry Lever,model_1,bullets_A,TF,7
1810-01-24,Henry Lever,model_1,bullets_A,TF,8
1810-01-25,Henry Lever,model_1,bullets_A,TF,7
1810-01-26,Henry Lever,model_1,bullets_A,TF,7
1810-01-27,Henry Lever,model_1,bullets_A,TF,5
1810-01-28,Henry Lever,model_1,bullets_A,TF,5
1810-01-29,Henry Lever,model_1,bullets_A,TF,5
1810-01-30,Henry Lever,model_1,bullets_A,TF,5
1810-01-31,Henry Lever,model_1,bullets_A,TF,5
1810-02-01,Henry Lever,model_1,bullets_A,TF,5
1810-02-02,Henry Lever,model_1,bullets_A,TF,5
1810-02-03,Henry Lever,model_1,bullets_A,TF,5
1810-02-04,Henry Lever,model_1,bullets_A,TF,6
1810-02-05,Henry Lever,model_1,bullets_A,TF,6
1810-02-06,Henry Lever,model_1,bullets_A,TF,6
1810-02-07,Henry Lever,model_1,bullets_A,TF,6
1810-02-08,Henry Lever,model_1,bullets_A,TF,4
1810-02-09,Henry Lever,model_1,bullets_A,TF,4
1810-02-10,Henry Lever,model_1,bullets_A,TF,4
1810-02-11,Henry Lever,model_1,bullets_A,TF,4
1810-02-12,Henry Lever,model_1,bullets_A,TF,4
1810-02-13,Henry Lever,model_1,bullets_A,TF,4
1810-02-14,Henry Lever,model_1,bullets_A,TF,6
1810-02-15,Henry Lever,model_1,bullets_A,TF,6
1810-02-16,Henry Lever,model_1,bullets_A,TF,6
1810-02-17,Henry Lever,model_1,bullets_A,TF,6
1810-02-18,Henry Lever,model_1,bullets_A,TF,6
1810-02-19,Henry Lever,model_1,bullets_A,TF,5
1810-02-20,Henry Lever,model_1,bullets_A,TF,6
1810-02-21,Henry Lever,model_1,bullets_A,TF,7
1810-02-22,Henry Lever,model_1,bullets_A,TF,6
1810-02-23,Henry Lever,model_1,bullets_A,TF,7
1810-02-24,Henry Lever,model_1,bullets_A,TF,7
1810-02-25,Henry Lever,model_1,bullets_A,TF,6
1810-02-26,Henry Lever,model_1,bullets_A,TF,7
1810-02-27,Henry Lever,model_1,bullets_A,TF,9
1810-02-28,Henry Lever,model_1,bullets_A,TF,8
1810-03-01,Henry Lever,model_1,bullets_A,TF,9
1810-03-02,Henry Lever,model_1,bullets_A,TF,9
1810-03-03,Henry Lever,model_1,bullets_A,TF,7
1810-03-04,Henry Lever,model_1,bullets_A,TF,6
1810-03-05,Henry Lever,model_1,bullets_A,TF,7
1810-03-06,Henry Lever,model_1,bullets_A,TF,9
1810-03-07,Henry Lever,model_1,bullets_A,TF,8
1810-03-08,Henry Lever,model_1,bullets_A,TF,9
1810-03-09,Henry Lever,model_1,bullets_A,TF,9
1810-03-10,Henry Lever,model_1,bullets_A,TF,9
1810-03-11,Henry Lever,model_1,bullets_A,TF,9
1810-03-12,Henry Lever,model_1,bullets_A,TF,9
1810-03-13,Henry Lever,model_1,bullets_A,TF,8
1810-03-14,Henry Lever,model_1,bullets_A,TF,7
1810-03-15,Henry Lever,model_1,bullets_A,TF,6
1810-03-16,Henry Lever,model_1,bullets_A,TF,6
1810-03-17,Henry Lever,model_1,bullets_A,TF,6
1810-03-18,Henry Lever,model_1,bullets_A,TF,6
1810-03-19,Henry Lever,model_1,bullets_A,TF,5
1810-03-20,Henry Lever,model_1,bullets_A,TF,5
1810-03-21,Henry Lever,model_1,bullets_A,TF,4
1810-03-22,Henry Lever,model_1,bullets_A,TF,4
1810-03-23,Henry Lever,model_1,bullets_A,TF,5
1810-03-24,Henry Lever,model_1,bullets_A,TF,5
1810-03-25,Henry Lever,model_1,bullets_A,TF,6
1810-03-26,Henry Lever,model_1,bullets_A,TF,6
1810-03-27,Henry Lever,model_1,bullets_A,TF,7
1810-03-28,Henry Lever,model_1,bullets_A,TF,7
1810-03-29,Henry Lever,model_1,bullets_A,TF,7
1810-03-30,Henry Lever,model_1,bullets_A,TF,7
1810-03-31,Henry Lever,model_1,bullets_A,TF,7
1810-04-01,Henry Lever,model_1,bullets_A,TF,6
1810-04-02,Henry Lever,model_1,bullets_A,TF,6
1810-04-03,Henry Lever,model_1,bullets_A,TF,5
1810-04-04,Henry Lever,model_1,bullets_A,TF,5
1810-04-05,Henry Lever,model_1,bullets_A,TF,6
1810-04-06,Henry Lever,model_1,bullets_A,TF,6
1810-04-07,Henry Lever,model_1,bullets_A,TF,6
1810-04-08,Henry Lever,model_1,bullets_A,TF,5
1810-04-09,Henry Lever,model_1,bullets_A,TF,6
1810-04-10,Henry Lever,model_1,bullets_A,TF,6
1810-04-11,Henry Lever,model_1,bullets_A,TF,7
1810-04-12,Henry Lever,model_1,bullets_A,TF,7
1810-04-13,Henry Lever,model_1,bullets_A,TF,6
1810-04-14,Henry Lever,model_1,bullets_A,TF,7
1810-04-15,Henry Lever,model_1,bullets_A,TF,7
1810-04-16,Henry Lever,model_1,bullets_A,TF,8
1810-04-17,Henry Lever,model_1,bullets_A,TF,8
1810-04-18,Henry Lever,model_1,bullets_A,TF,7
1810-04-19,Henry Lever,model_1,bullets_A,TF,7
1810-04-20,Henry Lever,model_1,bullets_A,TF,7
1810-04-21,Henry Lever,model_1,bullets_A,TF,6
1810-04-22,Henry Lever,model_1,bullets_A,TF,7
1810-04-23,Henry Lever,model_1,bullets_A,TF,8
1810-04-24,Henry Lever,model_1,bullets_A,TF,8
1810-04-25,Henry Lever,model_1,bullets_A,TF,7
1810-04-26,Henry Lever,model_1,bullets_A,TF,7
1810-04-27,Henry Lever,model_1,bullets_A,TF,7
1810-04-28,Henry Lever,model_1,bullets_A,TF,5
1810-04-29,Henry Lever,model_1,bullets_A,TF,4
1810-04-30,Henry Lever,model_1,bullets_A,TF,4
1810-05-01,Henry Lever,model_1,bullets_A,TF,6
1810-05-02,Henry Lever,model_1,bullets_A,TF,6
1810-05-03,Henry Lever,model_1,bullets_A,TF,8
1810-05-04,Henry Lever,model_1,bullets_A,TF,9
1810-05-05,Henry Lever,model_1,bullets_A,TF,9
1810-05-06,Henry Lever,model_1,bullets_A,TF,8
1810-05-07,Henry Lever,model_1,bullets_A,TF,8
1810-05-08,Henry Lever,model_1,bullets_A,TF,9
1810-05-09,Henry Lever,model_1,bullets_A,TF,10
1810-05-10,Henry Lever,model_1,bullets_A,TF,10
1810-05-11,Henry Lever,model_1,bullets_A,TF,10
1810-05-12,Henry Lever,model_1,bullets_A,TF,11
1810-05-13,Henry Lever,model_1,bullets_A,TF,10
1810-05-14,Henry Lever,model_1,bullets_A,TF,10
1810-05-15,Henry Lever,model_1,bullets_A,TF,10
1810-05-16,Henry Lever,model_1,bullets_A,TF,10
1810-05-17,Henry Lever,model_1,bullets_A,TF,10
1810-05-18,Henry Lever,model_1,bullets_A,TF,10
1810-05-19,Henry Lever,model_1,bullets_A,TF,11
1810-05-20,Henry Lever,model_1,bullets_A,TF,12
1810-05-21,Henry Lever,model_1,bullets_A,TF,12
1810-05-22,Henry Lever,model_1,bullets_A,TF,12
1810-05-23,Henry Lever,model_1,bullets_A,TF,11
1810-05-24,Henry Lever,model_1,bullets_A,TF,12
1810-05-25,Henry Lever,model_1,bullets_A,TF,13
1810-05-26,Henry Lever,model_1,bullets_A,TF,13
1810-05-27,Henry Lever,model_1,bullets_A,TF,13
1810-05-28,Henry Lever,model_1,bullets_A,TF,12
1810-05-29,Henry Lever,model_1,bullets_A,TF,11
1810-05-30,Henry Lever,model_1,bullets_A,TF,11
1810-05-31,Henry Lever,model_1,bullets_A,TF,11
1810-06-01,Henry Lever,model_1,bullets_A,TF,11
1810-06-02,Henry Lever,model_1,bullets_A,TF,12
1810-06-03,Henry Lever,model_1,bullets_A,TF,10
1810-06-04,Henry Lever,model_1,bullets_A,TF,10
1810-06-05,Henry Lever,model_1,bullets_A,TF,10
1810-06-06,Henry Lever,model_1,bullets_A,TF,10
1810-06-07,Henry Lever,model_1,bullets_A,TF,10
1810-06-08,Henry Lever,model_1,bullets_A,TF,10
1810-06-09,Henry Lever,model_1,bullets_A,TF,10
1810-06-10,Henry Lever,model_1,bullets_A,TF,11
1810-06-11,Henry Lever,model_1,bullets_A,TF,11
1810-06-12,Henry Lever,model_1,bullets_A,TF,11
1810-06-13,Henry Lever,model_1,bullets_A,TF,11
1810-06-14,Henry Lever,model_1,bullets_A,TF,11
1810-06-15,Henry Lever,model_1,bullets_A,TF,10
1810-06-16,Henry Lever,model_1,bullets_A,TF,9
1810-06-17,Henry Lever,model_1,bullets_A,TF,9
1810-06-18,Henry Lever,model_1,bullets_A,TF,10
1810-06-19,Henry Lever,model_1,bullets_A,TF,11
1810-06-20,Henry Lever,model_1,bullets_A,TF,9
1810-06-21,Henry Lever,model_1,bullets_A,TF,10
1810-06-22,Henry Lever,model_1,bullets_A,TF,11
1810-06-23,Henry Lever,model_1,bullets_A,TF,10
1810-06-24,Henry Lever,model_1,bullets_A,TF,10
1810-06-25,Henry Lever,model_1,bullets_A,TF,11
1810-06-26,Henry Lever,model_1,bullets_A,TF,11
1810-06-27,Henry Lever,model_1,bullets_A,TF,10
1810-06-28,Henry Lever,model_1,bullets_A,TF,10
1810-06-29,Henry Lever,model_1,bullets_A,TF,11
1810-06-30,Henry Lever,model_1,bullets_A,TF,11
1810-07-01,Henry Lever,model_1,bullets_A,TF,9
1810-07-02,Henry Lever,model_1,bullets_A,TF,8
1810-07-03,Henry Lever,model_1,bullets_A,TF,9
1810-07-04,Henry Lever,model_1,bullets_A,TF,9
1810-07-05,Henry Lever,model_1,bullets_A,TF,10
1810-07-06,Henry Lever,model_1,bullets_A,TF,10
1810-07-07,Henry Lever,model_1,bullets_A,TF,9
1810-07-08,Henry Lever,model_1,bullets_A,TF,8
1810-07-09,Henry Lever,model_1,bullets_A,TF,8
1810-07-10,Henry Lever,model_1,bullets_A,TF,7
1810-07-11,Henry Lever,model_1,bullets_A,TF,7
1810-07-12,Henry Lever,model_1,bullets_A,TF,7
1810-07-13,Henry Lever,model_1,bullets_A,TF,6
1810-07-14,Henry Lever,model_1,bullets_A,TF,5
1810-07-15,Henry Lever,model_1,bullets_A,TF,5
1810-07-16,Henry Lever,model_1,bullets_A,TF,7
1810-07-17,Henry Lever,model_1,bullets_A,TF,8
1810-07-18,Henry Lever,model_1,bullets_A,TF,8
1810-07-19,Henry Lever,model_1,bullets_A,TF,9
1810-07-20,Henry Lever,model_1,bullets_A,TF,10
1810-07-21,Henry Lever,model_1,bullets_A,TF,10
1810-07-22,Henry Lever,model_1,bullets_A,TF,10
1810-07-23,Henry Lever,model_1,bullets_A,TF,9
1810-07-24,Henry Lever,model_1,bullets_A,TF,9
1810-07-25,Henry Lever,model_1,bullets_A,TF,9
1810-07-26,Henry Lever,model_1,bullets_A,TF,10
1810-07-27,Henry Lever,model_1,bullets_A,TF,10
1810-07-28,Henry Lever,model_1,bullets_A,TF,10
1810-07-29,Henry Lever,model_1,bullets_A,TF,9
1810-07-30,Henry Lever,model_1,bullets_A,TF,10
1810-07-31,Henry Lever,model_1,bullets_A,TF,11
1810-08-01,Henry Lever,model_1,bullets_A,TF,11
1810-08-02,Henry Lever,model_1,bullets_A,TF,12
1810-08-03,Henry Lever,model_1,bullets_A,TF,11
1810-08-04,Henry Lever,model_1,bullets_A,TF,12
1810-08-05,Henry Lever,model_1,bullets_A,TF,13
1810-08-06,Henry Lever,model_1,bullets_A,TF,14
1810-08-07,Henry Lever,model_1,bullets_A,TF,14
1810-08-08,Henry Lever,model_1,bullets_A,TF,14
1810-08-09,Henry Lever,model_1,bullets_A,TF,15
1810-08-10,Henry Lever,model_1,bullets_A,TF,15
1810-08-11,Henry Lever,model_1,bullets_A,TF,16
1810-08-12,Henry Lever,model_1,bullets_A,TF,15
1810-08-13,Henry Lever,model_1,bullets_A,TF,15
1810-08-14,Henry Lever,model_1,bullets_A,TF,14
1810-08-15,Henry Lever,model_1,bullets_A,TF,14
1810-08-16,Henry Lever,model_1,bullets_A,TF,13
1810-08-17,Henry Lever,model_1,bullets_A,TF,12
1810-08-18,Henry Lever,model_1,bullets_A,TF,12
1810-08-19,Henry Lever,model_1,bullets_A,TF,11
1810-08-20,Henry Lever,model_1,bullets_A,TF,10
1810-08-21,Henry Lever,model_1,bullets_A,TF,10
1810-08-22,Henry Lever,model_1,bullets_A,TF,11
1810-08-23,Henry Lever,model_1,bullets_A,TF,13
1810-08-24,Henry Lever,model_1,bullets_A,TF,13
1810-08-25,Henry Lever,model_1,bullets_A,TF,13
1810-08-26,Henry Lever,model_1,bullets_A,TF,14
1810-08-27,Henry Lever,model_1,bullets_A,TF,14
1810-08-28,Henry Lever,model_1,bullets_A,TF,14
1810-08-29,Henry Lever,model_1,bullets_A,TF,13
1810-08-30,Henry Lever,model_1,bullets_A,TF,14
1810-08-31,Henry Lever,model_1,bullets_A,TF,12
1810-09-01,Henry Lever,model_1,bullets_A,TF,12
1810-09-02,Henry Lever,model_1,bullets_A,TF,12
1810-09-03,Henry Lever,model_1,bullets_A,TF,12
1810-09-04,Henry Lever,model_1,bullets_A,TF,12
1810-09-05,Henry Lever,model_1,bullets_A,TF,11
1810-09-06,Henry Lever,model_1,bullets_A,TF,12
1810-09-07,Henry Lever,model_1,bullets_A,TF,11
1810-09-08,Henry Lever,model_1,bullets_A,TF,11
1810-09-09,Henry Lever,model_1,bullets_A,TF,12
1810-09-10,Henry Lever,model_1,bullets_A,TF,13
1810-09-11,Henry Lever,model_1,bullets_A,TF,13
1810-09-12,Henry Lever,model_1,bullets_A,TF,13
1810-09-13,Henry Lever,model_1,bullets_A,TF,13
1810-09-14,Henry Lever,model_1,bullets_A,TF,13
1810-09-15,Henry Lever,model_1,bullets_A,TF,13
1810-09-16,Henry Lever,model_1,bullets_A,TF,13
1810-09-17,Henry Lever,model_1,bullets_A,TF,13
1810-09-18,Henry Lever,model_1,bullets_A,TF,14
1810-09-19,Henry Lever,model_1,bullets_A,TF,14
1810-09-20,Henry Lever,model_1,bullets_A,TF,13
1810-09-21,Henry Lever,model_1,bullets_A,TF,14
1810-09-22,Henry Lever,model_1,bullets_A,TF,13
1810-09-23,Henry Lever,model_1,bullets_A,TF,12
1810-09-24,Henry Lever,model_1,bullets_A,TF,11
1810-09-25,Henry Lever,model_1,bullets_A,TF,11
1810-09-26,Henry Lever,model_1,bullets_A,TF,12
1810-09-27,Henry Lever,model_1,bullets_A,TF,13
1810-09-28,Henry Lever,model_1,bullets_A,TF,13
1810-09-29,Henry Lever,model_1,bullets_A,TF,11
1810-09-30,Henry Lever,model_1,bullets_A,TF,11
1810-10-01,Henry Lever,model_1,bullets_A,TF,10
1810-10-02,Henry Lever,model_1,bullets_A,TF,10
1810-10-03,Henry Lever,model_1,bullets_A,TF,10
1810-10-04,Henry Lever,model_1,bullets_A,TF,11
1810-10-05,Henry Lever,model_1,bullets_A,TF,10
1810-10-06,Henry Lever,model_1,bullets_A,TF,9
1810-10-07,Henry Lever,model_1,bullets_A,TF,11
1810-10-08,Henry Lever,model_1,bullets_A,TF,11
1810-10-09,Henry Lever,model_1,bullets_A,TF,11
1810-10-10,Henry Lever,model_1,bullets_A,TF,11
1810-10-11,Henry Lever,model_1,bullets_A,TF,9
1810-10-12,Henry Lever,model_1,bullets_A,TF,10
1810-10-13,Henry Lever,model_1,bullets_A,TF,9
1810-10-14,Henry Lever,model_1,bullets_A,TF,10
1810-10-15,Henry Lever,model_1,bullets_A,TF,10
1810-10-16,Henry Lever,model_1,bullets_A,TF,10
1810-10-17,Henry Lever,model_1,bullets_A,TF,10
1810-10-18,Henry Lever,model_1,bullets_A,TF,9
1810-10-19,Henry Lever,model_1,bullets_A,TF,9
1810-10-20,Henry Lever,model_1,bullets_A,TF,10
1810-10-21,Henry Lever,model_1,bullets_A,TF,10
1810-10-22,Henry Lever,model_1,bullets_A,TF,10
1810-10-23,Henry Lever,model_1,bullets_A,TF,9
1810-10-24,Henry Lever,model_1,bullets_A,TF,8
1810-10-25,Henry Lever,model_1,bullets_A,TF,9
1810-10-26,Henry Lever,model_1,bullets_A,TF,9
1810-10-27,Henry Lever,model_1,bullets_A,TF,8
1810-10-28,Henry Lever,model_1,bullets_A,TF,8
1810-10-29,Henry Lever,model_1,bullets_A,TF,9
1810-10-30,Henry Lever,model_1,bullets_A,TF,9
1810-10-31,Henry Lever,model_1,bullets_A,TF,9
1810-11-01,Henry Lever,model_1,bullets_A,TF,9
1810-11-02,Henry Lever,model_1,bullets_A,TF,8
1810-11-03,Henry Lever,model_1,bullets_A,TF,7
1810-11-04,Henry Lever,model_1,bullets_A,TF,6
1810-11-05,Henry Lever,model_1,bullets_A,TF,6
1810-11-06,Henry Lever,model_1,bullets_A,TF,7
1810-11-07,Henry Lever,model_1,bullets_A,TF,9
1810-11-08,Henry Lever,model_1,bullets_A,TF,9
1810-11-09,Henry Lever,model_1,bullets_A,TF,9
1810-11-10,Henry Lever,model_1,bullets_A,TF,9
1810-11-11,Henry Lever,model_1,bullets_A,TF,11
1810-11-12,Henry Lever,model_1,bullets_A,TF,12
1810-11-13,Henry Lever,model_1,bullets_A,TF,13
1810-11-14,Henry Lever,model_1,bullets_A,TF,14
1810-11-15,Henry Lever,model_1,bullets_A,TF,13
1810-11-16,Henry Lever,model_1,bullets_A,TF,15
1810-11-17,Henry Lever,model_1,bullets_A,TF,16
1810-11-18,Henry Lever,model_1,bullets_A,TF,17
1810-11-19,Henry Lever,model_1,bullets_A,TF,17
1810-11-20,Henry Lever,model_1,bullets_A,TF,17
1810-11-21,Henry Lever,model_1,bullets_A,TF,17
1810-11-22,Henry Lever,model_1,bullets_A,TF,17
1810-11-23,Henry Lever,model_1,bullets_A,TF,16
1810-11-24,Henry Lever,model_1,bullets_A,TF,15
1810-11-25,Henry Lever,model_1,bullets_A,TF,16
1810-11-26,Henry Lever,model_1,bullets_A,TF,18
1810-11-27,Henry Lever,model_1,bullets_A,TF,17
1810-11-28,Henry Lever,model_1,bullets_A,TF,18
1810-11-29,Henry Lever,model_1,bullets_A,TF,17
1810-11-30,Henry Lever,model_1,bullets_A,TF,17
1810-12-01,Henry Lever,model_1,bullets_A,TF,17
1810-12-02,Henry Lever,model_1,bullets_A,TF,18
1810-12-03,Henry Lever,model_1,bullets_A,TF,18
1810-12-04,Henry Lever,model_1,bullets_A,TF,16
1810-12-05,Henry Lever,model_1,bullets_A,TF,16
1810-12-06,Henry Lever,model_1,bullets_A,TF,16
1810-12-07,Henry Lever,model_1,bullets_A,TF,17
1810-12-08,Henry Lever,model_1,bullets_A,TF,17
1810-12-09,Henry Lever,model_1,bullets_A,TF,16
1810-12-10,Henry Lever,model_1,bullets_A,TF,16
1810-12-11,Henry Lever,model_1,bullets_A,TF,17
1810-12-12,Henry Lever,model_1,bullets_A,TF,18
1810-12-13,Henry Lever,model_1,bullets_A,TF,19
1810-12-14,Henry Lever,model_1,bullets_A,TF,19
1810-12-15,Henry Lever,model_1,bullets_A,TF,19
1810-12-16,Henry Lever,model_1,bullets_A,TF,19
1810-12-17,Henry Lever,model_1,bullets_A,TF,19
1810-12-18,Henry Lever,model_1,bullets_A,TF,19
1810-12-19,Henry Lever,model_1,bullets_A,TF,19
1810-12-20,Henry Lever,model_1,bullets_A,TF,18
1810-12-21,Henry Lever,model_1,bullets_A,TF,19
1810-12-22,Henry Lever,model_1,bullets_A,TF,21
1810-12-23,Henry Lever,model_1,bullets_A,TF,23
1810-12-24,Henry Lever,model_1,bullets_A,TF,22
1810-12-25,Henry Lever,model_1,bullets_A,TF,22
1810-12-26,Henry Lever,model_1,bullets_A,TF,23
1810-12-27,Henry Lever,model_1,bullets_A,TF,24
1810-12-28,Henry Lever,model_1,bullets_A,TF,25
1810-12-29,Henry Lever,model_1,bullets_A,TF,25
1810-12-30,Henry Lever,model_1,bullets_A,TF,25
1810-12-31,Henry Lever,model_1,bullets_A,TF,25
1811-01-01,Henry Lever,model_1,bullets_A,TF,25
1811-01-02,Henry Lever,model_1,bullets_A,TF,26
1811-01-03,Henry Lever,model_1,bullets_A,TF,26
1811-01-04,Henry Lever,model_1,bullets_A,TF,27
1811-01-05,Henry Lever,model_1,bullets_A,TF,26
1811-01-06,Henry Lever,model_1,bullets_A,TF,27
1811-01-07,Henry Lever,model_1,bullets_A,TF,28
1811-01-08,Henry Lever,model_1,bullets_A,TF,28
1811-01-09,Henry Lever,model_1,bullets_A,TF,27
1811-01-10,Henry Lever,model_1,bullets_A,TF,28
1811-01-11,Henry Lever,model_1,bullets_A,TF,28
1811-01-12,Henry Lever,model_1,bullets_A,TF,29
1811-01-13,Henry Lever,model_1,bullets_A,TF,28
1811-01-14,Henry Lever,model_1,bullets_A,TF,27
1811-01-15,Henry Lever,model_1,bullets_A,TF,25
1811-01-16,Henry Lever,model_1,bullets_A,TF,25
1811-01-17,Henry Lever,model_1,bullets_A,TF,25
1811-01-18,Henry Lever,model_1,bullets_A,TF,26
1811-01-19,Henry Lever,model_1,bullets_A,TF,26
1811-01-20,Henry Lever,model_1,bullets_A,TF,25
1811-01-21,Henry Lever,model_1,bullets_A,TF,25
1811-01-22,Henry Lever,model_1,bullets_A,TF,24
1811-01-23,Henry Lever,model_1,bullets_A,TF,24
1811-01-24,Henry Lever,model_1,bullets_A,TF,24
1811-01-25,Henry Lever,model_1,bullets_A,TF,23
1811-01-26,Henry Lever,model_1,bullets_A,TF,24
1811-01-27,Henry Lever,model_1,bullets_A,TF,24
1811-01-28,Henry Lever,model_1,bullets_A,TF,22
1811-01-29,Henry Lever,model_1,bullets_A,TF,23
1811-01-30,Henry Lever,model_1,bullets_A,TF,23
1811-01-31,Henry Lever,model_1,bullets_A,TF,25
1811-02-01,Henry Lever,model_1,bullets_A,TF,25
1811-02-02,Henry Lever,model_1,bullets_A,TF,24
1811-02-03,Henry Lever,model_1,bullets_A,TF,25
1811-02-04,Henry Lever,model_1,bullets_A,TF,24
1811-02-05,Henry Lever,model_1,bullets_A,TF,25
1811-02-06,Henry Lever,model_1,bullets_A,TF,24
1811-02-07,Henry Lever,model_1,bullets_A,TF,24
1811-02-08,Henry Lever,model_1,bullets_A,TF,23
1811-02-09,Henry Lever,model_1,bullets_A,TF,24
1811-02-10,Henry Lever,model_1,bullets_A,TF,24
1811-02-11,Henry Lever,model_1,bullets_A,TF,25
1811-02-12,Henry Lever,model_1,bullets_A,TF,24
1811-02-13,Henry Lever,model_1,bullets_A,TF,25
1811-02-14,Henry Lever,model_1,bullets_A,TF,25
1811-02-15,Henry Lever,model_1,bullets_A,TF,24
1811-02-16,Henry Lever,model_1,bullets_A,TF,25
1811-02-17,Henry Lever,model_1,bullets_A,TF,26
1811-02-18,Henry Lever,model_1,bullets_A,TF,26
